Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
                0.00    0.00      12/12          std::__detail::_Hashtable_base<int, std::pair<int const, bool>, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Hashtable_traits<false, false, true> >::_M_equals(int const&, unsigned long, std::__detail::_Hash_node_value<std::pair<int const, bool>, false> const&) const [87]
[86]     0.0    0.00    0.00      12         std::__detail::_Hashtable_base<int, std::pair<int const, bool>, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Hashtable_traits<false, false, true> >::_M_eq() const [86]
                0.00    0.00      12/29          std::__detail::_Hashtable_ebo_helper<0, std::equal_to<int>, true>::_M_cget() const [22]
-----------------------------------------------
                0.00    0.00      12/12          std::_Hashtable<int, std::pair<int const, bool>, std::allocator<std::pair<int const, bool> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_find_before_node(unsigned long, int const&, unsigned long) const [68]
[87]     0.0    0.00    0.00      12         std::__detail::_Hashtable_base<int, std::pair<int const, bool>, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Hashtable_traits<false, false, true> >::_M_equals(int const&, unsigned long, std::__detail::_Hash_node_value<std::pair<int const, bool>, false> const&) const [87]
                0.00    0.00      12/12          std::__detail::_Hashtable_base<int, std::pair<int const, bool>, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Hashtable_traits<false, false, true> >::_S_equals(unsigned long, std::__detail::_Hash_node_code_cache<false> const&) [101]
                0.00    0.00      12/14          std::__detail::_Hash_node_value_base<std::pair<int const, bool> >::_M_v() const [74]
                0.00    0.00      12/12          std::__detail::_Hashtable_base<int, std::pair<int const, bool>, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Hashtable_traits<false, false, true> >::_M_eq() const [86]
                0.00    0.00      12/14          decltype ((get<0>)((forward<std::pair<int const, bool> const&>)({parm#1}))) std::__detail::_Select1st::operator()<std::pair<int const, bool> const&>(std::pair<int const, bool> const&) const [73]
                0.00    0.00      12/29          std::equal_to<int>::operator()(int const&, int const&) const [23]
-----------------------------------------------
                0.00    0.00       4/12          std::_Hashtable<int, std::pair<int const, bool>, std::allocator<std::pair<int const, bool> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_insert_unique_node(unsigned long, unsigned long, std::__detail::_Hash_node<std::pair<int const, bool>, false>*, unsigned long) [263]
                0.00    0.00       4/12          std::_Hashtable<int, std::pair<int const, std::__cxx11::list<int, std::allocator<int> > >, std::allocator<std::pair<int const, std::__cxx11::list<int, std::allocator<int> > > >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_insert_unique_node(unsigned long, unsigned long, std::__detail::_Hash_node<std::pair<int const, std::__cxx11::list<int, std::allocator<int> > >, false>*, unsigned long) [259]
                0.00    0.00       4/12          std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_insert_unique_node(unsigned long, unsigned long, std::__detail::_Hash_node<std::pair<int const, int>, false>*, unsigned long) [269]
[88]     0.0    0.00    0.00      12         std::__detail::_Prime_rehash_policy::_M_state() const [88]
-----------------------------------------------
                0.00    0.00       1/12          std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, bool>, false> > >::_M_deallocate_buckets(std::__detail::_Hash_node_base**, unsigned long) [516]
                0.00    0.00       1/12          std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, bool>, false> > >::_M_allocate_buckets(unsigned long) [515]
                0.00    0.00       2/12          std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > >::_M_deallocate_buckets(std::__detail::_Hash_node_base**, unsigned long) [438]
                0.00    0.00       2/12          std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > >::_M_allocate_buckets(unsigned long) [436]
                0.00    0.00       3/12          std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, std::__cxx11::list<int, std::allocator<int> > >, false> > >::_M_deallocate_buckets(std::__detail::_Hash_node_base**, unsigned long) [353]
                0.00    0.00       3/12          std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, std::__cxx11::list<int, std::allocator<int> > >, false> > >::_M_allocate_buckets(unsigned long) [351]
[89]     0.0    0.00    0.00      12         std::allocator<std::__detail::_Hash_node_base*>::~allocator() [89]
                0.00    0.00      12/12          __gnu_cxx::new_allocator<std::__detail::_Hash_node_base*>::~new_allocator() [83]
-----------------------------------------------
                0.00    0.00      12/12          std::_Tuple_impl<0ul, int const&>::_M_head(std::_Tuple_impl<0ul, int const&>&) [92]
[90]     0.0    0.00    0.00      12         std::_Head_base<0ul, int const&, false>::_M_head(std::_Head_base<0ul, int const&, false>&) [90]
-----------------------------------------------
                0.00    0.00      12/12          std::_Tuple_impl<0ul, int const&>::_Tuple_impl(int const&) [94]
[91]     0.0    0.00    0.00      12         std::_Head_base<0ul, int const&, false>::_Head_base(int const&) [91]
-----------------------------------------------
                0.00    0.00      12/12          int const& std::__get_helper<0ul, int const&>(std::_Tuple_impl<0ul, int const&>&) [104]
[92]     0.0    0.00    0.00      12         std::_Tuple_impl<0ul, int const&>::_M_head(std::_Tuple_impl<0ul, int const&>&) [92]
                0.00    0.00      12/12          std::_Head_base<0ul, int const&, false>::_M_head(std::_Head_base<0ul, int const&, false>&) [90]
-----------------------------------------------
                0.00    0.00      12/12          std::tuple<int const&>::tuple(std::tuple<int const&>&&) [97]
[93]     0.0    0.00    0.00      12         std::_Tuple_impl<0ul, int const&>::_Tuple_impl(std::_Tuple_impl<0ul, int const&>&&) [93]
-----------------------------------------------
                0.00    0.00      12/12          std::tuple<int const&>::tuple<true, true>(int const&) [96]
[94]     0.0    0.00    0.00      12         std::_Tuple_impl<0ul, int const&>::_Tuple_impl(int const&) [94]
                0.00    0.00      12/12          std::_Head_base<0ul, int const&, false>::_Head_base(int const&) [91]
-----------------------------------------------
                0.00    0.00       6/12          std::__cxx11::list<int, std::allocator<int> >::begin() const [154]
                0.00    0.00       6/12          std::__cxx11::list<int, std::allocator<int> >::end() const [153]
[95]     0.0    0.00    0.00      12         std::_List_const_iterator<int>::_List_const_iterator(std::__detail::_List_node_base const*) [95]
-----------------------------------------------
                0.00    0.00       4/12          std::__detail::_Map_base<int, std::pair<int const, bool>, std::allocator<std::pair<int const, bool> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true>, true>::operator[](int const&) [70]
                0.00    0.00       4/12          std::__detail::_Map_base<int, std::pair<int const, std::__cxx11::list<int, std::allocator<int> > >, std::allocator<std::pair<int const, std::__cxx11::list<int, std::allocator<int> > > >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true>, true>::operator[](int const&) [64]
                0.00    0.00       4/12          std::__detail::_Map_base<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true>, true>::operator[](int const&) [124]
[96]     0.0    0.00    0.00      12         std::tuple<int const&>::tuple<true, true>(int const&) [96]
                0.00    0.00      12/12          std::_Tuple_impl<0ul, int const&>::_Tuple_impl(int const&) [94]
-----------------------------------------------
                0.00    0.00       4/12          void __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<int const, bool>, false> >::construct<std::pair<int const, bool>, std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::pair<int const, bool>*, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [231]
                0.00    0.00       4/12          void __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<int const, std::__cxx11::list<int, std::allocator<int> > >, false> >::construct<std::pair<int const, std::__cxx11::list<int, std::allocator<int> > >, std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::pair<int const, std::__cxx11::list<int, std::allocator<int> > >*, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [226]
                0.00    0.00       4/12          void __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> >::construct<std::pair<int const, int>, std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::pair<int const, int>*, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [235]
[97]     0.0    0.00    0.00      12         std::tuple<int const&>::tuple(std::tuple<int const&>&&) [97]
                0.00    0.00      12/12          std::_Tuple_impl<0ul, int const&>::_Tuple_impl(std::_Tuple_impl<0ul, int const&>&&) [93]
-----------------------------------------------
                0.00    0.00       2/12          std::__cxx11::list<int, std::allocator<int> >::_M_erase(std::_List_iterator<int>) [425]
                0.00    0.00       4/12          std::__cxx11::_List_base<int, std::allocator<int> >::_M_clear() [189]
                0.00    0.00       6/12          std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int const&>(int const&) [191]
[98]     0.0    0.00    0.00      12         std::__cxx11::_List_base<int, std::allocator<int> >::_M_get_Node_allocator() [98]
-----------------------------------------------
                0.00    0.00       2/12          int& std::__cxx11::list<int, std::allocator<int> >::emplace_back<int const&>(int const&) [421]
                0.00    0.00       2/12          std::__cxx11::list<int, std::allocator<int> >::back() [423]
                0.00    0.00       4/12          DirectedGraph::dfs(int, std::unordered_map<int, bool, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, bool> > >&) [363]
                0.00    0.00       4/12          std::__cxx11::list<int, std::allocator<int> >::push_back(int const&) [298]
[99]     0.0    0.00    0.00      12         std::__cxx11::list<int, std::allocator<int> >::end() [99]
                0.00    0.00      12/20          std::_List_iterator<int>::_List_iterator(std::__detail::_List_node_base*) [36]
-----------------------------------------------
                0.00    0.00       2/12          DirectedGraph::printGraph() [448]
                0.00    0.00      10/12          DirectedGraph::isStronglyConnected() [451]
[100]    0.0    0.00    0.00      12         std::__detail::_Node_iterator<std::pair<int const, std::__cxx11::list<int, std::allocator<int> > >, false, false>::operator++() [100]
                0.00    0.00      12/12          std::__detail::_Node_iterator_base<std::pair<int const, std::__cxx11::list<int, std::allocator<int> > >, false>::_M_incr() [102]
-----------------------------------------------
                0.00    0.00      12/12          std::__detail::_Hashtable_base<int, std::pair<int const, bool>, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Hashtable_traits<false, false, true> >::_M_equals(int const&, unsigned long, std::__detail::_Hash_node_value<std::pair<int const, bool>, false> const&) const [87]
[101]    0.0    0.00    0.00      12         std::__detail::_Hashtable_base<int, std::pair<int const, bool>, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Hashtable_traits<false, false, true> >::_S_equals(unsigned long, std::__detail::_Hash_node_code_cache<false> const&) [101]
-----------------------------------------------
                0.00    0.00      12/12          std::__detail::_Node_iterator<std::pair<int const, std::__cxx11::list<int, std::allocator<int> > >, false, false>::operator++() [100]
[102]    0.0    0.00    0.00      12         std::__detail::_Node_iterator_base<std::pair<int const, std::__cxx11::list<int, std::allocator<int> > >, false>::_M_incr() [102]
                0.00    0.00      12/22          std::__detail::_Hash_node<std::pair<int const, std::__cxx11::list<int, std::allocator<int> > >, false>::_M_next() const [29]
-----------------------------------------------
                0.00    0.00      12/12          std::__detail::_Map_base<int, std::pair<int const, bool>, std::allocator<std::pair<int const, bool> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true>, true>::operator[](int const&) [70]
[103]    0.0    0.00    0.00      12         std::__detail::_Hash_node_value_base<std::pair<int const, bool> >::_M_v() [103]
                0.00    0.00      12/24          std::__detail::_Hash_node_value_base<std::pair<int const, bool> >::_M_valptr() [28]
-----------------------------------------------
                0.00    0.00      12/12          std::tuple_element<0ul, std::tuple<int const&> >::type& std::get<0ul, int const&>(std::tuple<int const&>&) [105]
[104]    0.0    0.00    0.00      12         int const& std::__get_helper<0ul, int const&>(std::_Tuple_impl<0ul, int const&>&) [104]
                0.00    0.00      12/12          std::_Tuple_impl<0ul, int const&>::_M_head(std::_Tuple_impl<0ul, int const&>&) [92]
-----------------------------------------------
                0.00    0.00       4/12          std::pair<int const, bool>::pair<int const&, 0ul>(std::tuple<int const&>&, std::tuple<>&, std::_Index_tuple<0ul>, std::_Index_tuple<>) [290]
                0.00    0.00       4/12          std::pair<int const, std::__cxx11::list<int, std::allocator<int> > >::pair<int const&, 0ul>(std::tuple<int const&>&, std::tuple<>&, std::_Index_tuple<0ul>, std::_Index_tuple<>) [288]
                0.00    0.00       4/12          std::pair<int const, int>::pair<int const&, 0ul>(std::tuple<int const&>&, std::tuple<>&, std::_Index_tuple<0ul>, std::_Index_tuple<>) [291]
[105]    0.0    0.00    0.00      12         std::tuple_element<0ul, std::tuple<int const&> >::type& std::get<0ul, int const&>(std::tuple<int const&>&) [105]
                0.00    0.00      12/12          int const& std::__get_helper<0ul, int const&>(std::_Tuple_impl<0ul, int const&>&) [104]
-----------------------------------------------
                0.00    0.00       4/12          DirectedGraph::isStronglyConnected() [451]
                0.00    0.00       4/12          DirectedGraph::printGraph() [448]
                0.00    0.00       4/12          void std::__cxx11::list<int, std::allocator<int> >::_M_initialize_dispatch<std::_List_const_iterator<int> >(std::_List_const_iterator<int>, std::_List_const_iterator<int>, std::__false_type) [422]
[106]    0.0    0.00    0.00      12         std::operator!=(std::_List_const_iterator<int> const&, std::_List_const_iterator<int> const&) [106]
-----------------------------------------------
                0.00    0.00       4/11          std::vector<int, std::allocator<int> >::end() [294]
                0.00    0.00       7/11          std::vector<int, std::allocator<int> >::begin() [127]
[107]    0.0    0.00    0.00      11         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [107]
-----------------------------------------------
                0.00    0.00       4/10          __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [239]
                0.00    0.00       6/10          __gnu_cxx::new_allocator<int>::max_size() const [142]
[108]    0.0    0.00    0.00      10         __gnu_cxx::new_allocator<int>::_M_max_size() const [108]
-----------------------------------------------
                0.00    0.00       2/10          std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_insert_unique_node(unsigned long, unsigned long, std::__detail::_Hash_node<std::pair<int const, int>, false>*, unsigned long) [269]
                0.00    0.00       8/10          std::__detail::_Map_base<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true>, true>::operator[](int const&) [124]
[109]    0.0    0.00    0.00      10         std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_bucket_index(unsigned long) const [109]
                0.00    0.00      10/10          std::__detail::_Hash_code_base<int, std::pair<int const, int>, std::__detail::_Select1st, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(unsigned long, unsigned long) const [111]
-----------------------------------------------
                0.00    0.00       2/10          std::__detail::_Hash_code_base<int, std::pair<int const, int>, std::__detail::_Select1st, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(std::__detail::_Hash_node_value<std::pair<int const, int>, false> const&, unsigned long) const [385]
                0.00    0.00       8/10          std::__detail::_Map_base<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true>, true>::operator[](int const&) [124]
[110]    0.0    0.00    0.00      10         std::__detail::_Hash_code_base<int, std::pair<int const, int>, std::__detail::_Select1st, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_hash_code(int const&) const [110]
                0.00    0.00      10/10          std::__detail::_Hash_code_base<int, std::pair<int const, int>, std::__detail::_Select1st, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_hash() const [112]
                0.00    0.00      10/49          std::hash<int>::operator()(int) const [11]
-----------------------------------------------
                0.00    0.00      10/10          std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_bucket_index(unsigned long) const [109]
[111]    0.0    0.00    0.00      10         std::__detail::_Hash_code_base<int, std::pair<int const, int>, std::__detail::_Select1st, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(unsigned long, unsigned long) const [111]
                0.00    0.00      10/54          std::__detail::_Mod_range_hashing::operator()(unsigned long, unsigned long) const [9]
-----------------------------------------------
                0.00    0.00      10/10          std::__detail::_Hash_code_base<int, std::pair<int const, int>, std::__detail::_Select1st, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_hash_code(int const&) const [110]
[112]    0.0    0.00    0.00      10         std::__detail::_Hash_code_base<int, std::pair<int const, int>, std::__detail::_Select1st, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_hash() const [112]
                0.00    0.00      10/49          std::__detail::_Hashtable_ebo_helper<1, std::hash<int>, true>::_M_cget() const [12]
-----------------------------------------------
                0.00    0.00       8/8           std::allocator<std::_List_node<int> >::~allocator() [119]
[113]    0.0    0.00    0.00       8         __gnu_cxx::new_allocator<std::_List_node<int> >::~new_allocator() [113]
-----------------------------------------------
                0.00    0.00       8/8           std::__detail::_Map_base<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true>, true>::operator[](int const&) [124]
[114]    0.0    0.00    0.00       8         std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_find_node(unsigned long, int const&, unsigned long) const [114]
                0.00    0.00       8/8           std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_find_before_node(unsigned long, int const&, unsigned long) const [115]
-----------------------------------------------
                0.00    0.00       8/8           std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_find_node(unsigned long, int const&, unsigned long) const [114]
[115]    0.0    0.00    0.00       8         std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_find_before_node(unsigned long, int const&, unsigned long) const [115]
                0.00    0.00       4/4           std::__detail::_Hashtable_base<int, std::pair<int const, int>, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Hashtable_traits<false, false, true> >::_M_equals(int const&, unsigned long, std::__detail::_Hash_node_value<std::pair<int const, int>, false> const&) const [252]
-----------------------------------------------
                0.00    0.00       2/8           std::__cxx11::list<int, std::allocator<int> >::front() [424]
                0.00    0.00       2/8           std::__cxx11::list<int, std::allocator<int> >::back() [423]
                0.00    0.00       4/8           DirectedGraph::dfs(int, std::unordered_map<int, bool, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, bool> > >&) [363]
[116]    0.0    0.00    0.00       8         std::_List_iterator<int>::operator*() const [116]
                0.00    0.00       8/20          std::_List_node<int>::_M_valptr() [35]
-----------------------------------------------
                0.00    0.00       8/8           bool std::operator==<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(std::reverse_iterator<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > > const&, std::reverse_iterator<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > > const&) [320]
[117]    0.0    0.00    0.00       8         std::reverse_iterator<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >::base() const [117]
-----------------------------------------------
                0.00    0.00       2/8           std::__detail::_Node_iterator_base<std::pair<int const, int>, false>::_M_incr() [441]
                0.00    0.00       2/8           std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_insert_bucket_begin(unsigned long, std::__detail::_Hash_node<std::pair<int const, int>, false>*) [270]
                0.00    0.00       4/8           std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > >::_M_deallocate_nodes(std::__detail::_Hash_node<std::pair<int const, int>, false>*) [437]
[118]    0.0    0.00    0.00       8         std::__detail::_Hash_node<std::pair<int const, int>, false>::_M_next() const [118]
-----------------------------------------------
                0.00    0.00       2/8           std::__cxx11::list<int, std::allocator<int> >::list(std::__cxx11::list<int, std::allocator<int> > const&) [427]
                0.00    0.00       6/8           std::__cxx11::_List_base<int, std::allocator<int> >::_List_impl::~_List_impl() [185]
[119]    0.0    0.00    0.00       8         std::allocator<std::_List_node<int> >::~allocator() [119]
                0.00    0.00       8/8           __gnu_cxx::new_allocator<std::_List_node<int> >::~new_allocator() [113]
-----------------------------------------------
                0.00    0.00       8/8           std::unordered_map<int, std::__cxx11::list<int, std::allocator<int> >, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, std::__cxx11::list<int, std::allocator<int> > > > >::begin() [121]
[120]    0.0    0.00    0.00       8         std::_Hashtable<int, std::pair<int const, std::__cxx11::list<int, std::allocator<int> > >, std::allocator<std::pair<int const, std::__cxx11::list<int, std::allocator<int> > > >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::begin() [120]
                0.00    0.00       8/16          std::_Hashtable<int, std::pair<int const, std::__cxx11::list<int, std::allocator<int> > >, std::allocator<std::pair<int const, std::__cxx11::list<int, std::allocator<int> > > >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_begin() const [66]
                0.00    0.00       8/18          std::__detail::_Node_iterator<std::pair<int const, std::__cxx11::list<int, std::allocator<int> > >, false, false>::_Node_iterator(std::__detail::_Hash_node<std::pair<int const, std::__cxx11::list<int, std::allocator<int> > >, false>*) [46]
-----------------------------------------------
                0.00    0.00       1/8           DirectedGraph::findEulerianCircuit() [449]
                0.00    0.00       1/8           DirectedGraph::printGraph() [448]
                0.00    0.00       6/8           DirectedGraph::isStronglyConnected() [451]
[121]    0.0    0.00    0.00       8         std::unordered_map<int, std::__cxx11::list<int, std::allocator<int> >, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, std::__cxx11::list<int, std::allocator<int> > > > >::begin() [121]
                0.00    0.00       8/8           std::_Hashtable<int, std::pair<int const, std::__cxx11::list<int, std::allocator<int> > >, std::allocator<std::pair<int const, std::__cxx11::list<int, std::allocator<int> > > >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::begin() [120]
-----------------------------------------------
                0.00    0.00       4/8           DirectedGraph::addEdge(int, int) [364]
                0.00    0.00       4/8           DirectedGraph::findEulerianCircuit() [449]
[122]    0.0    0.00    0.00       8         std::unordered_map<int, int, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, int> > >::operator[](int const&) [122]
                0.00    0.00       8/8           std::__detail::_Map_base<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true>, true>::operator[](int const&) [124]
-----------------------------------------------
                0.00    0.00       2/8           std::__cxx11::list<int, std::allocator<int> >::front() [424]
                0.00    0.00       2/8           std::__cxx11::list<int, std::allocator<int> >::pop_front() [426]
                0.00    0.00       4/8           DirectedGraph::dfs(int, std::unordered_map<int, bool, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, bool> > >&) [363]
[123]    0.0    0.00    0.00       8         std::__cxx11::list<int, std::allocator<int> >::begin() [123]
